,Expert,Mean Expert Reward,Mean Model Reward,Std Expert Reward,Std Model Reward
0,Ant-v2,4819.963586721115,4792.6334917248,110.81539702158237,104.19106544439101
1,HalfCheetah-v2,4148.289489293273,4134.93959105122,88.82147010940156,76.77796882360761
2,Hopper-v2,3777.759277118048,2684.9394647287536,3.3658696239545582,656.4274474582995
3,Humanoid-v2,10189.192483184625,2406.3558149747128,1409.9131843609634,1998.2929616659185
4,Reacher-v2,-3.8376300903374556,-8.159354639385517,1.9035481506938856,3.3858125643491657
5,Walker2d-v2,5508.958006224993,4970.169635885908,83.6541723483339,1285.4336180297487
